ABSTIMMUNGSTAG,STAT_VORLAGE_ID,VORLAGE_KURZBEZ,VORLAGE_LANGBEZ,VORLAGENART,ABSTIMMUNGSART_BEZ,JA_ANTEIL_PROZENT,STIMMBETEILIGUNG,JA_STIMMEN,NEIN_STIMMEN,EINGELEGTE_STIMMEN,GÜLTIGE_STIMMEN,UNGÜLTIGE_STIMMEN,LEERE_STIMMEN,ANNEHMENDE_GEBIETE,ABLEHNENDE_GEBIETE,URL_VOLKSABSTIMMUNG,URL_ZEITUNG,URL_AMTSBLATT
"27.06.1875",863,"Entschädigung an die nicht bestätigten Lehrer und Geistlichen","Entschädigung an die nicht bestätigten Lehrer und Geistlichen","Obligatorisches Referendum","kantonal",33.07,77.01,14189,28711,51788,42900,62,8826,9,158,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18750627_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18750627_Amtsblatt.pdf"
"23.04.1876",411,"Bundesgesez über die Ausgabe und Einlösung von Banknoten","Bundesgesez über die Ausgabe und Einlösung von Banknoten","Fakultatives Referendum","eidgenössisch",70.31,0,32167,13580,0,45747,0,0,,,,,
"09.07.1876",412,"Bundesgesez betreffend die Militärpflichtersazsteuer","Bundesgesez betreffend die Militärpflichtersazsteuer","Fakultatives Referendum","eidgenössisch",71.73,0,36443,14361,0,50804,0,0,,,,,
"10.12.1876",868,"Gesetz über die öffentliche Gesundheitspflege und die Lebensmittelpolizei","Gesetz über die öffentliche Gesundheitspflege und die Lebensmittelpolizei","Obligatorisches Referendum","kantonal",86.8,74.59,41690,6341,53477,48031,34,5402,165,2,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18761210_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18761210_Amtsblatt.pdf"
"10.12.1876",869,"Gesetz über die Korrektion der öffentl. Gewässer und deren Uferunterhalt","Gesetz über die Korrektion der öffentl. Gewässer und deren Uferunterhalt","Obligatorisches Referendum","kantonal",76.28,74.59,35615,11075,53477,46690,49,6728,146,21,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18761210_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18761210_Amtsblatt.pdf"
"10.12.1876",867,"Abänderung des Gesetzes über das Halten von Hunden","Abänderung des Gesetzes über das Halten von Hunden","Obligatorisches Referendum","kantonal",82.69,74.59,40646,8511,53477,49157,40,4270,167,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18761210_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18761210_Amtsblatt.pdf"
"15.04.1877",870,"Besoldung und Staatsgebühren","Besoldung und Staatsgebühren","Obligatorisches Referendum","kantonal",26.4,79.42,12520,34906,57428,47426,67,9895,6,161,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Amtsblatt.pdf"
"15.04.1877",872,"Ausführung von Art. 89 der Bundesverfassung (Referendum)","Ausführung von Art. 89 der Bundesverfassung (Referendum)","Obligatorisches Referendum","kantonal",60.24,79.42,25067,16545,57428,41612,89,15687,116,51,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Amtsblatt.pdf"
"15.04.1877",871,"Beiträge an Wasserschäden der Gemeinden aus dem Reservefonds der Kantonalbank","Beiträge an Wasserschäden der Gemeinden aus dem Reservefonds der Kantonalbank","Obligatorisches Referendum","kantonal",71.67,79.42,34674,13706,57428,48380,44,8964,152,15,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Amtsblatt.pdf"
"15.04.1877",873,"Ausgabe von Banknoten (Monopol der Kantonalbank)","Ausgabe von Banknoten (Monopol der Kantonalbank)","Volksinitiative","kantonal",67.77,79.42,33235,15808,57428,49043,51,8274,144,23,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18770415_Amtsblatt.pdf"
"21.10.1877",415,"Bundesgesez betreffend die politischen Rechte der Niedergelassenen und Aufenthalter","Bundesgesez betreffend die politischen Rechte der Niedergelassenen und Aufenthalter und den Verlust der politischen Rechte der Schweizerbürger","Fakultatives Referendum","eidgenössisch",60.53,0,30505,19889,0,50394,0,0,,,,,
"21.10.1877",414,"Bundesgesez betreffend den Militärpflichtersaz","Bundesgesez betreffend den Militärpflichtersaz","Fakultatives Referendum","eidgenössisch",73.08,0,38520,14187,0,52707,0,0,,,,,
"21.10.1877",413,"Bundesgesez betreffend die Arbeit in den Fabriken","Bundesgesez betreffend die Arbeit in den Fabriken","Fakultatives Referendum","eidgenössisch",49.95,0,26443,26492,0,52935,0,0,,,,,
"10.02.1878",874,"Erhöhung der Repräsentationsziffer für den Kantonsrat von 1200 auf 1500","Erhöhung der Repräsentationsziffer für den Kantonsrat von 1200 auf 1500","Obligatorisches Referendum","kantonal",66.89,69.09,25806,12776,49743,38582,148,11013,138,29,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780210_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780210_Amtsblatt.pdf"
"28.04.1878",877,"Abänderung des Wahlgesetzes (2 Wahlgänge statt 3)","Abänderung des Wahlgesetzes (2 Wahlgänge statt 3)","Obligatorisches Referendum","kantonal",82.64,66.89,30676,6443,48185,37119,90,10936,161,6,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780428_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780428_Amtsblatt.pdf"
"28.04.1878",876,"Einteilung des Kantons in Bezirke: Wahlkreise und politische Gemeinden","Einteilung des Kantons in Bezirke: Wahlkreise und politische Gemeinden","Obligatorisches Referendum","kantonal",83.49,66.89,30541,6040,48185,36581,86,11518,167,0,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780428_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780428_Amtsblatt.pdf"
"28.04.1878",875,"Abtrennung Truttikons von der Gemeinde Trüllikon","Abtrennung Truttikons von der Gemeinde Trüllikon","Obligatorisches Referendum","kantonal",82.43,66.89,30457,6492,48185,36949,111,11125,162,5,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780428_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780428_Amtsblatt.pdf"
"19.05.1878",878,"Beteiligung an der Nachsubvention für die Gotthardbahn","Beteiligung an der Nachsubvention für die Gotthardbahn","Obligatorisches Referendum","kantonal",45.75,81.16,22412,26574,59095,48986,69,10040,68,99,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Amtsblatt.pdf"
"19.05.1878",879,"Behandlung von Initiativbegehren","Behandlung von Initiativbegehren","Obligatorisches Referendum","kantonal",68,81.16,27730,13052,59095,40782,90,18223,142,25,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Amtsblatt.pdf"
"19.05.1878",880,"Gesetz über die Zivilgemeinden","Gesetz über die Zivilgemeinden","Obligatorisches Referendum","kantonal",62.2,81.16,26338,16008,59095,42346,82,16667,107,60,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Amtsblatt.pdf"
"19.05.1878",881,"Gesetz über die Sekundarschulkreisgemeinden","Gesetz über die Sekundarschulkreisgemeinden","Obligatorisches Referendum","kantonal",75.9,81.16,31264,9928,59095,41192,92,17811,159,8,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780519_Amtsblatt.pdf"
"30.06.1878",882,"Errichtung einer kantonalen Webschule","Errichtung einer kantonalen Webschule","Obligatorisches Referendum","kantonal",49.7,72.95,21670,21934,53163,43604,71,9488,44,123,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780630_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780630_Amtsblatt.pdf"
"30.06.1878",883,"Abänderung des Erbrechtes (Gleichstellung der Söhne und Töchter)","Abänderung des Erbrechtes (Gleichstellung der Söhne und Töchter)","Obligatorisches Referendum","kantonal",33.2,72.95,14713,29601,53163,44314,86,8763,13,154,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780630_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18780630_Amtsblatt.pdf"
"27.10.1878",884,"Gesetz über die Kantonalbank (Lebensversicherung als neuer Geschäftszweig)","Gesetz über die Kantonalbank (Lebensversicherung als neuer Geschäftszweig)","Obligatorisches Referendum","kantonal",48.82,77.08,20441,21426,55655,41867,76,13322,82,85,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18781027_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18781027_Amtsblatt.pdf"
"27.10.1878",885,"Beteiligung an der Nachsubvention für die Gotthardbahn","Beteiligung an der Nachsubvention für die Gotthardbahn","Obligatorisches Referendum","kantonal",65.04,77.08,30009,16128,55655,46137,53,9065,123,44,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18781027_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18781027_Amtsblatt.pdf"
"19.01.1879",416,"Bundesgesez betreffend Gewährung von Subsidien für Alpenbahnen","Bundesgesez betreffend Gewährung von Subsidien für Alpenbahnen","Fakultatives Referendum","eidgenössisch",75.27,0,46319,15220,0,61539,0,0,,,,,
"04.05.1879",888,"Ausübung der Jagd (Revierjagd)","Ausübung der Jagd (Revierjagd)","Obligatorisches Referendum","kantonal",31.02,76.94,14185,31542,55955,45727,52,10176,17,151,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Amtsblatt.pdf"
"04.05.1879",889,"Errichtung staatl. Korrektionsanstalten","Errichtung staatl. Korrektionsanstalten","Obligatorisches Referendum","kantonal",55.18,76.94,24565,19956,55955,44521,63,11370,103,65,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Amtsblatt.pdf"
"04.05.1879",887,"Staatlicher Getreidehandel","Staatlicher Getreidehandel","Volksinitiative","kantonal",35.84,76.94,16770,30023,55955,46793,51,9111,15,153,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Amtsblatt.pdf"
"04.05.1879",886,"Organisation der Kantonspolizei","Organisation der Kantonspolizei","Obligatorisches Referendum","kantonal",68.08,76.94,30020,14077,55955,44097,62,11796,138,30,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18790504_Amtsblatt.pdf"
"18.05.1879",417,"Bundesbeschluss betreffend Abänderung von Artikel 65 der Bundesverfassung (Todesstrafe)","Bundesbeschluss betreffend Abänderung von Artikel 65 der Bundesverfassung (Todesstrafe)","Obligatorisches Referendum","eidgenössisch",34.55,0,19243,36460,0,55703,0,0,,,,,
"30.11.1879",892,"Geschäftsordnung des Kantonsrates","Geschäftsordnung des Kantonsrates","Obligatorisches Referendum","kantonal",39.62,69.58,14250,21716,50255,35966,83,14206,36,132,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Amtsblatt.pdf"
"30.11.1879",893,"Regulierung der Baupflicht des Kantons gegenüber dem Polytechnikum","Regulierung der Baupflicht des Kantons gegenüber dem Polytechnikum","Obligatorisches Referendum","kantonal",45.19,69.58,16552,20076,50255,36628,68,13559,50,118,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Amtsblatt.pdf"
"30.11.1879",891,"Abänderung des Rechtspflegegesetzes (Besoldungserhöhungen usw.)","Abänderung des Rechtspflegegesetzes (Besoldungserhöhungen usw.)","Obligatorisches Referendum","kantonal",47.71,69.58,17310,18974,50255,36284,74,13797,60,108,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Amtsblatt.pdf"
"30.11.1879",890,"Gesetz über die Abtretung von Privatrechten","Gesetz über die Abtretung von Privatrechten","Obligatorisches Referendum","kantonal",51.56,69.58,18678,17546,50255,36224,77,13954,81,87,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18791130_Amtsblatt.pdf"
"13.06.1880",894,"Abänderung des Rechtspflegegesetzes (Besoldungserhöhungen usw. )","Abänderung des Rechtspflegegesetzes (Besoldungserhöhungen usw. )","Obligatorisches Referendum","kantonal",55.49,78.97,25508,20460,57359,45968,88,11303,80,88,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18800613_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18800613_Amtsblatt.pdf"
"13.06.1880",896,"Markt- und Hausierverkehr: Handelsreisende","Markt- und Hausierverkehr: Handelsreisende","Obligatorisches Referendum","kantonal",54.75,78.97,26800,22154,57359,48954,60,8345,81,87,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18800613_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18800613_Amtsblatt.pdf"
"13.06.1880",895,"Aufhebung des Impfzwanges","Aufhebung des Impfzwanges","Volksinitiative","kantonal",44.46,78.97,23076,28828,57359,51904,71,5384,64,104,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18800613_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18800613_Amtsblatt.pdf"
"31.10.1880",418,"Bundesbeschluss betreffend den durchs Volks gestellten Antrag auf Revision der Bundesverfassung","Bundesbeschluss betreffend den durch das Volksbegehren vom 3. August 1880 gestellten Antrag auf Revision der Bundesverfassung","Obligatorisches Referendum","eidgenössisch",45.19,0,25686,31158,0,56844,0,0,,,,,
"27.03.1881",897,"Ausbildung und Prüfung von Sekundarlehrern an der Hochschule","Ausbildung und Prüfung von Sekundarlehrern an der Hochschule","Obligatorisches Referendum","kantonal",59.3,74.28,25255,17337,54083,42592,80,11381,98,70,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Amtsblatt.pdf"
"27.03.1881",898,"Abänderung des Gemeindegesetzes","Abänderung des Gemeindegesetzes","Volksinitiative","kantonal",69,74.28,28765,12923,54083,41688,76,12319,150,18,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Amtsblatt.pdf"
"27.03.1881",899,"Gesetz über die Staatsbeiträge an Schulhausbauten","Gesetz über die Staatsbeiträge an Schulhausbauten","Obligatorisches Referendum","kantonal",67.74,74.28,28706,13670,54083,42376,85,11622,140,28,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Amtsblatt.pdf"
"27.03.1881",900,"Abänderung des Gemeindegesetzes (Einschränkung des Stimmrechtes der Kantonsfremden)","Abänderung des Gemeindegesetzes (Einschränkung des Stimmrechtes der Kantonsfremden)","Volksinitiative","kantonal",39.55,74.28,16518,25252,54083,41770,84,12229,71,97,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Amtsblatt.pdf"
"27.03.1881",901,"Abänderung des Gemeindegesetzes (Aufhebung der unentgeltl. Einbürgerung)","Abänderung des Gemeindegesetzes (Aufhebung der unentgeltl. Einbürgerung)","Volksinitiative","kantonal",44.04,74.28,18336,23302,54083,41638,86,12359,84,84,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810327_Amtsblatt.pdf"
"12.06.1881",902,"Massnahmen gegen die Reblaus (Einführung der Rebsteuer)","Massnahmen gegen die Reblaus (Einführung der Rebsteuer)","Obligatorisches Referendum","kantonal",51.39,71.64,21829,20648,52306,42477,35,9749,74,94,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810612_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810612_Amtsblatt.pdf"
"12.06.1881",903,"Beiträge zur Förderung der Landwirtschaft","Beiträge zur Förderung der Landwirtschaft","Obligatorisches Referendum","kantonal",56.78,71.64,24100,18344,52306,42444,39,9828,107,61,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810612_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810612_Amtsblatt.pdf"
"12.06.1881",904,"Gesetz über das Gewerbewesen","Gesetz über das Gewerbewesen","Obligatorisches Referendum","kantonal",46.2,71.64,19185,22337,52306,41522,33,10756,63,105,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810612_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18810612_Amtsblatt.pdf"
"21.05.1882",907,"Banknotensteuer (Ausdehnung auf die Kantonalbank)","Banknotensteuer (Ausdehnung auf die Kantonalbank)","Obligatorisches Referendum","kantonal",77.97,73.49,33592,9491,53642,43083,64,10495,162,6,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Amtsblatt.pdf"
"21.05.1882",909,"Gesetz über die Flurpolizei","Gesetz über die Flurpolizei","Obligatorisches Referendum","kantonal",58.93,73.49,25034,17444,53642,42478,50,11169,114,54,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Amtsblatt.pdf"
"21.05.1882",908,"Gesetz über die öffentlichen Ruhetage","Gesetz über die öffentlichen Ruhetage","Obligatorisches Referendum","kantonal",59.84,73.49,26856,18025,53642,44881,48,8713,132,36,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Amtsblatt.pdf"
"21.05.1882",906,"Übernahme der Garantie für die Banknotenemission der Kantonalbank","Übernahme der Garantie für die Banknotenemission der Kantonalbank","Obligatorisches Referendum","kantonal",74.7,73.49,32202,10909,53642,43111,52,10469,158,10,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Amtsblatt.pdf"
"21.05.1882",905,"Gesetz über die Gewerbe der Pfandleiher: Feilträger und Gelddarleiher","Gesetz über die Gewerbe der Pfandleiher: Feilträger und Gelddarleiher","Obligatorisches Referendum","kantonal",82.22,73.49,36521,7896,53642,44417,46,9179,164,4,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18820521_Amtsblatt.pdf"
"30.07.1882",420,"Bundesgesez betreffend Massnahmen gegen gemeingefährliche Epidemien","Bundesgesez betreffend Massnahmen gegen gemeingefährliche Epidemien","Fakultatives Referendum","eidgenössisch",34.25,0,18077,34709,0,52786,0,0,,,,,
"30.07.1882",419,"Bundesbeschluss betreffend den Erfindungsschutz","Bundesbeschluss betreffend den Erfindungsschutz","Obligatorisches Referendum","eidgenössisch",64.56,0,31948,17536,0,49484,0,0,,,,,
"26.11.1882",912,"Verpfändung von beweglichen Sachen als Zubehör zu Liegenschaften","Verpfändung von beweglichen Sachen als Zubehör zu Liegenschaften","Obligatorisches Referendum","kantonal",47.61,82.37,23931,26329,60341,50260,54,10027,63,105,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18821126_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18821126_Amtsblatt.pdf"
"26.11.1882",911,"Abtrennung von Aussersihl: Wiedikon und Enge von der Kirchgemeinde St. Peter","Abtrennung von Aussersihl: Wiedikon und Enge von der Kirchgemeinde St. Peter","Obligatorisches Referendum","kantonal",70.85,82.37,35026,14408,60341,49434,71,10836,157,11,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18821126_Volksabstimmung.pdf",,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/18821126_Amtsblatt.pdf"
