ABSTIMMUNGSTAG,STAT_VORLAGE_ID,VORLAGE_KURZBEZ,VORLAGE_LANGBEZ,VORLAGENART,ABSTIMMUNGSART_BEZ,JA_ANTEIL_PROZENT,STIMMBETEILIGUNG,JA_STIMMEN,NEIN_STIMMEN,EINGELEGTE_STIMMEN,GÜLTIGE_STIMMEN,UNGÜLTIGE_STIMMEN,LEERE_STIMMEN,ANNEHMENDE_GEBIETE,ABLEHNENDE_GEBIETE,URL_VOLKSABSTIMMUNG,URL_ZEITUNG,URL_AMTSBLATT
"28.11.1993",1890,"c) Stichfrage zu a) und b): Vorlage a): 28'993: b): 49'383: Kanton: a): 102'597: b): 184'322","a) Einzelinitiative Christian Siegfried: Küsnacht: betreffend Liberalisierung der Ladenöffnungszeiten: c) Stichfrage zu a) und b): Vorlage a): 28'993: b): 49'383: Kanton: a): 102'597: b): 184'322","Obligatorisches Referendum","kantonal",35.76,46.2,102597,184322,351989,286919,5824,59246,5,174,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19931128_Zeitung.pdf",
"20.02.1994",114,"Luftfahrtgesetz","Luftfahrtgesetz","Fakultatives Referendum","eidgenössisch",59.98,44.57,196498,131116,342991,327614,40,15337,152,16,,,
"20.02.1994",113,"Volksinitiative «zum Schutze des Alpengebietes vor dem Transitverkehr»","Volksinitiative «zum Schutze des Alpengebietes vor dem Transitverkehr»","Volksinitiative","eidgenössisch",55.49,44.94,189299,151826,345824,341125,27,4672,98,70,,,
"20.02.1994",1892,"Volksinitiative zum Schutz vor ungerechtfertigten Mietzinserhöhungen bei Mieterwechsel","Volksinitiative zum Schutz vor ungerechtfertigten Mietzinserhöhungen bei Mieterwechsel (Einführung der Formularpflicht)","Volksinitiative","kantonal",52.79,44.22,173619,155281,336681,328900,28,7753,40,139,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940220_Zeitung.pdf",
"20.02.1994",110,"Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe","Bundesbeschluss über die Weiterführung der Nationalstrassenabgabe","Obligatorisches Referendum","eidgenössisch",76.17,44.9,259700,81253,345499,340953,32,4514,168,0,,,
"20.02.1994",112,"Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe","Bundesbeschluss über die Einführung einer leistungs- oder verbrauchsabhängigen Schwerverkehrsabgabe","Obligatorisches Referendum","eidgenössisch",75.1,44.81,253716,84126,344856,337842,34,6980,166,2,,,
"20.02.1994",111,"Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe","Bundesbeschluss über die Weiterführung der Schwerverkehrsabgabe","Obligatorisches Referendum","eidgenössisch",79.89,44.85,272094,68490,345162,340584,26,4552,168,0,,,
"20.02.1994",1891,"Einzelinitiative Josef Estermann: Zürich: betreffend Ausgleich von  Planungswerten","Einzelinitiative Josef Estermann: Zürich: betreffend Ausgleich von  Planungswerten","Obligatorisches Referendum","kantonal",33.16,43.29,99055,199682,329648,298737,70,30841,4,175,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940220_Zeitung.pdf",
"20.02.1994",1893,"Einführungsgesetz über die Alters- und Hinterlassenenversicherung und die Invalidenversicherung","Einführungsgesetz zu den Bundesgesetzen über die Alters- und Hinterlassenenversicherung und die Invalidenversicherung (Einführungsgesetz AHVG/IVG)","Fakultatives Referendum","kantonal",89.02,43.74,278819,34385,333003,313204,44,19755,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940220_Zeitung.pdf",
"12.06.1994",115,"Bundesbeschluss über einen Kulturförderungsartikel in der Bundesverfassung (Art. 27septies BV)","Bundesbeschluss über einen Kulturförderungsartikel in der Bundesverfassung (Art. 27septies BV)","Obligatorisches Referendum","eidgenössisch",50.7,48.28,183001,177929,371616,360930,37,10649,35,133,,,
"12.06.1994",117,"Bundesgesetz über schweizerische Truppen für friedenserhaltende Operationen (BTFO)","Bundesgesetz über schweizerische Truppen für friedenserhaltende Operationen (BTFO)","Fakultatives Referendum","eidgenössisch",45.9,48.62,168818,198960,374270,367778,67,6425,22,146,,,
"12.06.1994",116,"Bundesbeschluss über die Revision der Bürgerrechtsregelung in der Bundesverfassung","Bundesbeschluss über die Revision der Bürgerrechtsregelung in der Bundesverfassung (Erleichterte Einbürgerung für junge Ausländer)","Obligatorisches Referendum","eidgenössisch",56.98,48.56,210026,158592,373803,368618,38,5147,119,49,,,
"12.06.1994",1894,"Gerichtsverfassungsgesetz (Änderung) (Kassationsgericht administrativ vom Obergericht trennen)","Gerichtsverfassungsgesetz (Änderung) (Kassationsgericht administrativ vom Obergericht trennen)","Obligatorisches Referendum","kantonal",80,45.86,248989,62259,349060,311248,55,37757,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940612_Zeitung.pdf",
"12.06.1994",1895,"Beschluss des Kantonsrates über einen Kredit für einen Erweiterungsbaus der Universität","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Erstellung eines Erweiterungsbaus für das Zahnärztliche Institut der Universität und die Kantonale Volkszahnklinik: Plattenstrasse 17/19: Zürich","Obligatorisches Referendum","kantonal",63.73,46.79,216222,123060,356194,339282,43,16869,147,32,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940612_Zeitung.pdf",
"12.06.1994",1896,"Behördeninitiative des Gemeinderates über die Abgeltung an die Stadt für örtliche Polizeiaufgaben","Behördeninitiative des Gemeinderates von Zürich über die Abgeltung an die Stadt Zürich für zentralärtliche Polizeiaufgaben (insbesondere Kriminalpolizei)","Obligatorisches Referendum","kantonal",68.6,46.36,226690,103782,352896,330472,274,22150,133,46,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940612_Zeitung.pdf",
"25.09.1994",1898,"Gesetz über die Abfallwirtschaft (Abfallgesetz)","Gesetz über die Abfallwirtschaft (Abfallgesetz)","Obligatorisches Referendum","kantonal",58.04,49.57,206870,149544,377330,356414,46,20870,117,62,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940925_Zeitung.pdf",
"25.09.1994",1897,"Gesetz über die Unterstützung des Opernhauses durch den Kanton (Opernhausgesetz)","Gesetz über die Unterstützung des Opernhauses durch den Kanton (Opernhausgesetz)","Obligatorisches Referendum","kantonal",73.24,50.18,271492,99183,381959,370675,58,11226,154,25,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940925_Zeitung.pdf",
"25.09.1994",119,"Schweizerisches Strafgesetzbuch Militärstrafgesetz","Schweizerisches Strafgesetzbuch Militärstrafgesetz","Fakultatives Referendum","eidgenössisch",58.38,51.34,227798,162422,395370,390220,66,5084,120,48,,,
"25.09.1994",118,"Bundesbeschluss über die Aufhebung der Verbilligung von inländischem Brotgetreide aus Zolleinnahmen","Bundesbeschluss über die Aufhebung der Verbilligung von inländischem Brotgetreide aus Zolleinnahmen","Obligatorisches Referendum","eidgenössisch",71.19,50.27,263832,106764,387119,370596,51,16472,167,1,,,
"25.09.1994",1900,"Beschluss des Kantonsrates über einen Kredit für den Neubau eines provisorischen Polizeigefängnisses","Beschluss des Kantonsrates über die Bewilligung eines Kredites für den Neubau eines provisorischen Polizeigefängnisses auf dem Kasernenareal in Zürich (7:5 Mio.)","Obligatorisches Referendum","kantonal",77.51,50.39,287980,83550,383557,371530,73,11954,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940925_Zeitung.pdf",
"25.09.1994",1901,"Kantonsverfassung (Änderung Art. 29) (Einfache Mehrheit der anwesenden Ratsmitglieder)","Kantonsverfassung (Änderung Art. 29) (Einfache Mehrheit der anwesenden Ratsmitglieder)","Obligatorisches Referendum","kantonal",57.93,48.71,190100,138030,370799,328130,80,42589,155,24,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940925_Zeitung.pdf",
"25.09.1994",1899,"Gesetz über den Beitritt des Kantons zum Konkordat über die Zusammenarbeit in Strafsachen","Gesetz über den Beitritt des Kantons Zürich zum Konkordat über die Rechtshilfe und die interkantonale Zusammenarbeit in Strafsachen","Obligatorisches Referendum","kantonal",91.67,49.8,329288,29941,379125,359229,55,19841,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940925_Zeitung.pdf",
"25.09.1994",1902,"Unterrichtsgesetz (Änderung) (Stipendienwesen)","Unterrichtsgesetz (Änderung) (Stipendienwesen)","Obligatorisches Referendum","kantonal",56.34,50.11,206592,160114,381478,366706,40,14732,117,62,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19940925_Zeitung.pdf",
"04.12.1994",1903,"Gesetz über die Leistung an Arbeitslose (Änderung)","Gesetz über die Leistung an Arbeitslose (Änderung)","Obligatorisches Referendum","kantonal",63.78,46.49,211592,120181,353848,331773,2007,20068,147,32,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19941204_Zeitung.pdf",
"04.12.1994",120,"Bundesgesetz über die Krankenversicherung (KVG)","Bundesgesetz über die Krankenversicherung (KVG)","Fakultatives Referendum","eidgenössisch",47.68,48.25,172889,189705,371629,362594,1960,7075,12,156,,,
"04.12.1994",1904,"Gesetz über die öffentliche Sozialhilfe (Änderung)","Gesetz über die öffentliche Sozialhilfe (Änderung)","Obligatorisches Referendum","kantonal",82.66,46.4,273071,57274,353108,330345,2004,20759,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19941204_Zeitung.pdf",
"04.12.1994",121,"Volksinitiative «für eine gesunde Krankenversicherung»","Volksinitiative «für eine gesunde Krankenversicherung»","Volksinitiative","eidgenössisch",22.31,48.22,80529,280469,371406,360998,1965,8443,0,168,,,
"04.12.1994",122,"Bundesgesetz über Zwangsmassnahmen im Ausländerrecht","Bundesgesetz über Zwangsmassnahmen im Ausländerrecht","Fakultatives Referendum","eidgenössisch",80.65,48.42,294668,70711,372969,365379,1955,5635,168,0,,,
"12.03.1995",1905,"1.A. Verfassungsgesetz über die Wahl der Volksschullehrer (Änderung Art.63 KV)","1.A. Verfassungsgesetz über die Wahl der Volksschullehrer (Änderung Art.63 KV)","Obligatorisches Referendum","kantonal",71.04,47.18,228999,93331,359303,322330,2521,34452,176,3,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950312_Zeitung.pdf",
"12.03.1995",1906,"1.B. Änderung des Wahlgesetzes (Wahlverfahren für die Lehrer der Volkschule)","1.B. Änderung des Wahlgesetzes (Wahlverfahren für die Lehrer der Volkschule)","Obligatorisches Referendum","kantonal",71.37,47.18,227012,91052,359303,318064,2550,38689,177,2,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950312_Zeitung.pdf",
"12.03.1995",1907,"Änderung des Kantonalen Straf- und Vollzugsgesetz/StGV","Gesetz über das kantonale Strafrecht und den Vollzug von Strafen und Massnahmen (Kantonales Straf- und Vollzugsgesetz/StGV) (Änderung)","Obligatorisches Referendum","kantonal",74.81,47.95,259787,87486,365162,347273,2589,15300,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950312_Zeitung.pdf",
"12.03.1995",1908,"Gesetzänderungen betreffend die fürsorgerische Freiheitsentziehung","Gesetzänderungen betreffend die fürsorgerische Freiheitsentziehung","Obligatorisches Referendum","kantonal",74.55,47.53,248199,84724,361999,332923,2549,26527,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950312_Zeitung.pdf",
"12.03.1995",124,"Milchwirtschaftsbeschluss 1988 (MWB 1988)","Milchwirtschaftsbeschluss 1988 (MWB 1988)","Fakultatives Referendum","eidgenössisch",30.56,48.37,110561,251256,372971,361817,2413,8741,13,155,,,
"12.03.1995",1910,"Volksinitiative ""Fairplay""","Volksinitiative ""Fairplay""","Volksinitiative","kantonal",39.52,48.6,141011,215826,370119,356837,2680,10602,10,169,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950312_Zeitung.pdf",
"12.03.1995",125,"Landwirtschaftsgesetz","Landwirtschaftsgesetz","Obligatorisches Referendum","eidgenössisch",27.25,48.39,98505,262949,373082,361454,2419,9209,11,157,,,
"12.03.1995",126,"Bundesbeschluss über eine Ausgabenbremse","Bundesbeschluss über eine Ausgabenbremse","Obligatorisches Referendum","eidgenössisch",86.48,48.25,307433,48049,371992,355482,2427,14083,168,0,,,
"12.03.1995",123,"Gegenentwurf der Bundesversammlung zur Volksinitiative «für eine bäuerliche Landwirtschaft»","Gegenentwurf der Bundesversammlung zur Volksinitiative «für eine umweltgerechte und leistungsfähige bäuerliche Landwirtschaft»","Obligatorisches Referendum","eidgenössisch",43.38,48.39,157256,205240,373129,362496,2425,8208,59,109,,,
"12.03.1995",1909,"Volksinitiative ""für einen solidarischen Steuertarif""","Volksinitiative ""für einen solidarischen Steuertarif""","Volksinitiative","kantonal",28.68,48.16,100505,249941,366742,350446,2620,13676,2,177,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950312_Zeitung.pdf",
"25.06.1995",1917,"Einzelinitiative Mauro Trombetta: Uetikon a.S.: betreffend Schaffung einer Schiffssteuer","Einzelinitiative Mauro Trombetta: Uetikon a.S.: betreffend Schaffung einer Schiffssteuer","Obligatorisches Referendum","kantonal",52.13,44.25,164393,150972,336922,315365,3235,18322,71,108,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"25.06.1995",1916,"Beschluss des Kantonsrates über einen Kredit für die Ausführung der 5. Bauetappe am Flughafen Zürich","Beschluss des Kantonsrates über die Bewilligung eines Kredites für die Ausführung der 5. Bauetappe am Flughafen Zürich (873 Mio.)","Obligatorisches Referendum","kantonal",67.97,45,224668,105859,342625,330527,3299,8799,175,4,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"25.06.1995",1915,"Beschluss des Kantonsrates über die Leistung eines Beitrages an die Stadt für Polizeiaufgaben","Beschluss des Kantonsrates über die Leistung eines Beitrages an die Stadt Zürich zur Abgeltung zentralörtlicher Polizeiaufgaben (insbesondere Kriminalpolizei) (jährlich 47:5 Mio.)","Obligatorisches Referendum","kantonal",81.25,44.44,259174,59800,338402,318974,3227,16201,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"25.06.1995",129,"Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland","Bundesgesetz über den Erwerb von Grundstücken durch Personen im Ausland","Fakultatives Referendum","eidgenössisch",45.39,45.04,151773,182571,347605,334344,3355,9906,31,137,,,
"25.06.1995",128,"Volksinitiative «zum Ausbau von AHV und IV»","Volksinitiative «zum Ausbau von AHV und IV»","Volksinitiative","eidgenössisch",27.09,44.98,90959,244855,347170,335814,3264,8092,0,168,,,
"25.06.1995",127,"Bundesgesetz über die Alters- und Hinterlassenenversicherung","Bundesgesetz über die Alters- und Hinterlassenenversicherung","Fakultatives Referendum","eidgenössisch",68.68,45.25,234488,106945,349240,341433,3406,4401,168,0,,,
"25.06.1995",1913,"Änderung des Unterrichtsgesetzes: Zulassungsvoraussetzungen und Studienzeitregelung","Änderung des Unterrichtsgesetzes: Zulassungsvoraussetzungen und Studienzeitregelung an der Universität Zürich","Obligatorisches Referendum","kantonal",78.89,44.22,245691,65754,336756,311445,3230,22081,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"25.06.1995",1914,"Aufhebung des Einführungsgesetzes zur Bundesgesetzgebung über die Kranken- und Unfallversicherung","Aufhebung des Einführungsgesetzes zur Bundesgesetzgebung über die Kranken- und Unfallversicherung","Obligatorisches Referendum","kantonal",82.45,44.01,237719,50606,335158,288325,3212,43621,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"25.06.1995",1912,"Einführungsgesetz zum Opferhilfegesetz","Einführungsgesetz zum Opferhilfegesetz","Obligatorisches Referendum","kantonal",78.9,44.49,253275,67746,338777,321021,3268,14488,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"25.06.1995",1911,"Änderung des Energiegesetzes: Sparsamer Umgang mit Energie","Änderung des Energiegesetzes: Sparsamer Umgang mit Energie","Obligatorisches Referendum","kantonal",52.75,44.7,173269,155178,340392,328447,3285,8660,104,75,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950625_Zeitung.pdf",
"24.09.1995",1919,"Gesetz über Angleichung des kantonalen Prozessrechts und über die Rationalisierung der Rechtspflege","Gesetz über die Angleichung des kantonalen Prozessrechts an übergeordnetes Recht und über die Rationalisierung der Rechtspflege","Obligatorisches Referendum","kantonal",86.61,38.7,234380,36228,294724,270608,1247,22869,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950924_Zeitung.pdf",
"24.09.1995",1918,"Archivgesetz","Archivgesetz","Obligatorisches Referendum","kantonal",84.96,38.58,228605,40480,293809,269085,1266,23262,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950924_Zeitung.pdf",
"24.09.1995",1920,"Änderung des Gesetzes über das Vorschlagsrecht des Volkes und des Kantonsratsgesetzes","Änderung des Gesetzes über das Vorschlagsrecht des Volkes und des Kantonsratsgesetzes","Obligatorisches Referendum","kantonal",80.92,38.66,212615,50140,293840,262755,1246,29917,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950924_Zeitung.pdf",
"24.09.1995",1921,"Befristete Sonderabgabe zur Schliessung von Autobahnlücken (Änderung des Verkehrsabgabegesetzes)","Befristete Sonderabgabe zur Schliessung von Autobahnlücken (Änderung des Verkehrsabgabegesetzes)","Obligatorisches Referendum","kantonal",44.47,39.83,130135,162508,302409,292643,1223,8914,21,158,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950924_Zeitung.pdf",
"24.09.1995",1922,"Beitrag an das Technikum Rapperswil (Ingenieurschule)","Beschluss des Kantonsrates über den Beitritt zum II. Nachtrag zur Vereinbarung über das Interkantonale Technikum Rapperswil (Ingenieurschule) sowie über die Gewährung eines Beitrages an den Ausbau und die Sanierung der Ingenieurschule","Obligatorisches Referendum","kantonal",74.09,39.13,207945,72732,297960,280677,1217,16153,179,0,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950924_Zeitung.pdf",
"24.09.1995",1923,"Volksinitiative ""Trennung von Staat und Kirche""","Volksinitiative ""Trennung von Staat und Kirche""","Volksinitiative","kantonal",35.24,40.19,105471,193835,306045,299306,1250,5531,1,178,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19950924_Zeitung.pdf",
"10.03.1996",130,"Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV)","Bundesbeschluss über die Revision des Sprachenartikels in der Bundesverfassung (Art. 116 BV)","Obligatorisches Referendum","eidgenössisch",79.52,31.87,188055,48421,246027,236476,2156,7395,168,0,,,
"10.03.1996",131,"Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura","Bundesbeschluss über den Uebertritt der bernischen Gemeinde Vellerat zum Kanton Jura","Obligatorisches Referendum","eidgenössisch",93.47,31.82,218254,15248,245644,233502,2200,9942,168,0,,,
"10.03.1996",1927,"Einzelinitiative betreffend Änderung des Einführungsgesetzes zum Nationalstrassengesetz","Einzelinitiative Markus Knauss: Zürich: betreffend Änderung des Einführungsgesetzes zum Nationalstrassengesetz","Obligatorisches Referendum","kantonal",58.27,31.4,130165,93215,238940,223380,2121,13439,61,118,,"http://www.web.statistik.zh.ch/cms_abstimmungsarchiv/pdf/19960310_Zeitung.pdf",
